indicator_seq,parent_seq,agency_name,indicator_name,description,period_year,period_month,category,frequency,desired_change,indicator_unit,decimal_places,ytd_target,ytd_actual,monthly_target,monthly_actual
392342,392289,NYC Transit,Subway Wait Assessment - G Line,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2009,7,Service Indicators,M,U,%,1,0,79.70,0,79.70
392342,392289,NYC Transit,Subway Wait Assessment - G Line,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2009,8,Service Indicators,M,U,%,1,0,79.30,0,79.30
392342,392289,NYC Transit,Subway Wait Assessment - G Line,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2009,9,Service Indicators,M,U,%,1,0,79.80,0,79.80
392342,392289,NYC Transit,Subway Wait Assessment - G Line,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2009,10,Service Indicators,M,U,%,1,0,80.00,0,80.00
392342,392289,NYC Transit,Subway Wait Assessment - G Line,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2009,11,Service Indicators,M,U,%,1,0,80.20,0,80.20
392342,392289,NYC Transit,Subway Wait Assessment - G Line,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2009,12,Service Indicators,M,U,%,1,0,80.00,0,80.00
392342,392289,NYC Transit,Subway Wait Assessment - G Line,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2010,1,Service Indicators,M,U,%,1,80.00,80.70,80.00,80.70
392342,392289,NYC Transit,Subway Wait Assessment - G Line,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2010,2,Service Indicators,M,U,%,1,80.00,81.00,80.00,81.00
392342,392289,NYC Transit,Subway Wait Assessment - G Line,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2010,3,Service Indicators,M,U,%,1,80.00,81.40,80.00,81.40
392342,392289,NYC Transit,Subway Wait Assessment - G Line,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2010,4,Service Indicators,M,U,%,1,80.00,81.40,80.00,81.40
392342,392289,NYC Transit,Subway Wait Assessment - G Line,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2010,5,Service Indicators,M,U,%,1,80.00,82.00,80.00,82.00
392342,392289,NYC Transit,Subway Wait Assessment - G Line,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2010,6,Service Indicators,M,U,%,1,80.00,82.50,80.00,82.50
166687,166587,NYC Transit,Mean Distance Between Failures - NYCT Bus,Average number of miles a bus travels between mechanical failures,2011,9,Service Indicators,M,U,-,0,3833.00,0,4267.00,0
392342,392289,NYC Transit,Subway Wait Assessment - G Line,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2010,7,Service Indicators,M,U,%,1,80.00,83.00,80.00,83.00
392342,392289,NYC Transit,Subway Wait Assessment - G Line,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2010,8,Service Indicators,M,U,%,1,80.00,83.50,80.00,83.50
392342,392289,NYC Transit,Subway Wait Assessment - G Line,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2010,9,Service Indicators,M,U,%,1,80.00,83.20,80.00,83.20
392342,392289,NYC Transit,Subway Wait Assessment - G Line,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2010,10,Service Indicators,M,U,%,1,0,0,0,0
392342,392289,NYC Transit,Subway Wait Assessment - G Line,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2010,11,Service Indicators,M,U,%,1,80.00,83.90,80.00,83.90
392342,392289,NYC Transit,Subway Wait Assessment - G Line,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2010,12,Service Indicators,M,U,%,1,0,0,0,0
392342,392289,NYC Transit,Subway Wait Assessment - G Line,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2011,1,Service Indicators,M,U,%,1,85.00,84.10,85.00,84.10
392342,392289,NYC Transit,Subway Wait Assessment - G Line,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2011,2,Service Indicators,M,U,%,1,85.00,84.30,85.00,84.30
392342,392289,NYC Transit,Subway Wait Assessment - G Line,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2011,3,Service Indicators,M,U,%,1,85.00,83.50,85.00,83.50
392342,392289,NYC Transit,Subway Wait Assessment - G Line,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2011,4,Service Indicators,M,U,%,1,85.00,83.00,85.00,83.00
392342,392289,NYC Transit,Subway Wait Assessment - G Line,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2011,5,Service Indicators,M,U,%,1,85.00,0,85.00,0
392342,392289,NYC Transit,Subway Wait Assessment - G Line,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2011,6,Service Indicators,M,U,%,1,85.00,0,85.00,0
392342,392289,NYC Transit,Subway Wait Assessment - G Line,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2011,7,Service Indicators,M,U,%,1,85.00,0,85.00,0
166687,166587,NYC Transit,Mean Distance Between Failures - NYCT Bus,Average number of miles a bus travels between mechanical failures,2011,10,Service Indicators,M,U,-,0,3884.00,0,4378.00,0
392342,392289,NYC Transit,Subway Wait Assessment - G Line,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2011,8,Service Indicators,M,U,%,1,85.00,0,85.00,0
392342,392289,NYC Transit,Subway Wait Assessment - G Line,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2011,9,Service Indicators,M,U,%,1,85.00,0,85.00,0
392342,392289,NYC Transit,Subway Wait Assessment - G Line,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2011,10,Service Indicators,M,U,%,1,85.00,0,85.00,0
392342,392289,NYC Transit,Subway Wait Assessment - G Line,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2011,11,Service Indicators,M,U,%,1,85.00,0,85.00,0
392342,392289,NYC Transit,Subway Wait Assessment - G Line,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2011,12,Service Indicators,M,U,%,1,85.00,0,85.00,0
392345,392289,NYC Transit,Subway Wait Assessment - S Rock,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2009,1,Service Indicators,M,U,%,1,0,90.10,0,90.10
392345,392289,NYC Transit,Subway Wait Assessment - S Rock,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2009,2,Service Indicators,M,U,%,1,0,91.50,0,91.50
392345,392289,NYC Transit,Subway Wait Assessment - S Rock,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2009,3,Service Indicators,M,U,%,1,0,91.30,0,91.30
392345,392289,NYC Transit,Subway Wait Assessment - S Rock,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2009,4,Service Indicators,M,U,%,1,0,91.50,0,91.50
392345,392289,NYC Transit,Subway Wait Assessment - S Rock,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2009,5,Service Indicators,M,U,%,1,0,91.90,0,91.90
392345,392289,NYC Transit,Subway Wait Assessment - S Rock,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2009,6,Service Indicators,M,U,%,1,0,92.20,0,92.20
392345,392289,NYC Transit,Subway Wait Assessment - S Rock,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2009,7,Service Indicators,M,U,%,1,0,92.40,0,92.40
392345,392289,NYC Transit,Subway Wait Assessment - S Rock,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2009,8,Service Indicators,M,U,%,1,0,92.70,0,92.70
166687,166587,NYC Transit,Mean Distance Between Failures - NYCT Bus,Average number of miles a bus travels between mechanical failures,2011,11,Service Indicators,M,U,-,0,3933.00,0,4531.00,0
392345,392289,NYC Transit,Subway Wait Assessment - S Rock,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2009,9,Service Indicators,M,U,%,1,0,92.60,0,92.60
392345,392289,NYC Transit,Subway Wait Assessment - S Rock,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2009,10,Service Indicators,M,U,%,1,0,92.60,0,92.60
392345,392289,NYC Transit,Subway Wait Assessment - S Rock,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2009,11,Service Indicators,M,U,%,1,0,92.40,0,92.40
392345,392289,NYC Transit,Subway Wait Assessment - S Rock,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2009,12,Service Indicators,M,U,%,1,0,92.50,0,92.50
392345,392289,NYC Transit,Subway Wait Assessment - S Rock,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2010,1,Service Indicators,M,U,%,1,92.50,92.60,92.50,92.60
392345,392289,NYC Transit,Subway Wait Assessment - S Rock,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2010,2,Service Indicators,M,U,%,1,92.50,92.80,92.50,92.80
392345,392289,NYC Transit,Subway Wait Assessment - S Rock,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2010,3,Service Indicators,M,U,%,1,92.50,93.10,92.50,93.10
392345,392289,NYC Transit,Subway Wait Assessment - S Rock,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2010,4,Service Indicators,M,U,%,1,92.50,93.20,92.50,93.20
392345,392289,NYC Transit,Subway Wait Assessment - S Rock,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2010,5,Service Indicators,M,U,%,1,92.50,92.70,92.50,92.70
392345,392289,NYC Transit,Subway Wait Assessment - S Rock,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2010,6,Service Indicators,M,U,%,1,92.50,92.50,92.50,92.50
392345,392289,NYC Transit,Subway Wait Assessment - S Rock,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2010,7,Service Indicators,M,U,%,1,92.50,92.60,92.50,92.60
392345,392289,NYC Transit,Subway Wait Assessment - S Rock,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2010,8,Service Indicators,M,U,%,1,92.50,92.30,92.50,92.30
392345,392289,NYC Transit,Subway Wait Assessment - S Rock,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2010,9,Service Indicators,M,U,%,1,92.50,92.40,92.50,92.40
392345,392289,NYC Transit,Subway Wait Assessment - S Rock,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2010,10,Service Indicators,M,U,%,1,0,0,0,0
392345,392289,NYC Transit,Subway Wait Assessment - S Rock,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2010,11,Service Indicators,M,U,%,1,92.50,93.00,92.50,93.00
392345,392289,NYC Transit,Subway Wait Assessment - S Rock,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2010,12,Service Indicators,M,U,%,1,0,0,0,0
392345,392289,NYC Transit,Subway Wait Assessment - S Rock,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2011,1,Service Indicators,M,U,%,1,93.10,92.90,93.10,92.90
392345,392289,NYC Transit,Subway Wait Assessment - S Rock,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2011,2,Service Indicators,M,U,%,1,93.10,92.70,93.10,92.70
392345,392289,NYC Transit,Subway Wait Assessment - S Rock,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2011,3,Service Indicators,M,U,%,1,93.10,92.80,93.10,92.80
392345,392289,NYC Transit,Subway Wait Assessment - S Rock,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2011,4,Service Indicators,M,U,%,1,93.10,92.90,93.10,92.90
392345,392289,NYC Transit,Subway Wait Assessment - S Rock,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2011,5,Service Indicators,M,U,%,1,93.10,0,93.10,0
392345,392289,NYC Transit,Subway Wait Assessment - S Rock,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2011,6,Service Indicators,M,U,%,1,93.10,0,93.10,0
392345,392289,NYC Transit,Subway Wait Assessment - S Rock,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2011,7,Service Indicators,M,U,%,1,93.10,0,93.10,0
392345,392289,NYC Transit,Subway Wait Assessment - S Rock,"Wait Assessment (WA), which is measured weekdays between 6:00 am - midnight is defined as the percent of actual intervals between trains that are no more than the scheduled interval plus 25%.� The 1 thru 6 line results reflect monthly data for all train trips derived from ATS-A, while the data collected for the 7, 42nd Street Shuttle, BMT and IND divisions is collected based on a sample methodology and reported as a 12 month rolling average.",2011,8,Service Indicators,M,U,%,1,93.10,0,93.10,0
